,Brand Name,Name of the Product,Rating,No. of Ratings,Price,Return/Exchange,Expected Delivery,Availability,Other Details,Product URL
112,Brand: TECHBLAZE,TECHBLAZE Acoustic Guitar Keys for Guitar Chrome Tuning Pegs Keys 3 Left 3 Right Guitar Machine Heads Knobs with Strap Button Locks Guitar Keys 3R+3L – 6 Pieces,2.5 out of 5,5 ratings,-,7 Days Replacement,-,In stock.,"HIGH QUALITY - This acoustic guitar tuning peg is finished by chrome finish zinc alloy metal, plastic which repels all water and dirt and gives inimitable look. Heavy-duty copper gear is more superior in corrosion resistance.
SMOOTH WORKING - This acoustic guitar tuning peg features very smooth mechanism without any gaps & delay & slack. A great improvement to your experience of tuning your guitar.
ADJUSTABLE - Guitar machine heads knobs with heavy duty internal gear can be tuned tight to make your guitar sound stable.
INSTALLATION - Guitar tuning keys set with 3 left and 3 right machine heads and other fixing accessories, which is easy to install.
APPLICATIONS - Universal size guitar string tuning Peg’s machine head tuners, fits for almost all acoustic guitars and electric guitars.",https://www.amazon.in/TECHBLAZE-Acoustic-Guitar-Chrome-Machine/dp/B09DVZB62J/ref=sr_1_98?keywords=Guitars&qid=1656388233&sr=8-98
113,Visit the YAMAHA Store,"Yamaha Acoustic Guitar F310 Dreadnought With Mexa Blue Guitar Bag, Head Cover, Belt, Plectrums & String Set.",5 out of 5,2 ratings,-,7 Days Replacement,-,Only 2 left in stock.,"The F-310 acoustic guitar offers the quality, design and sound you'd expect from a Yamaha acoustic and puts it in an affordable price,Dreadnought Body Spruce Top Yamaha Quality in an Affordable Price
Body depth: 96-116 mm (3 3/4-inch-4 9/16-inch)
Finger board width (nut/body): 43 millimeters (1-11/16-inch)
Top material: Spruce
Back material: Meranti",https://www.amazon.in/Yamaha-Acoustic-Guitar-Dreadnought-Plectrums/dp/B094H8NGBM/ref=sr_1_99?keywords=Guitars&qid=1656388233&sr=8-99
114,Visit the blueberry Store,"Blueberry B40L, 40"" Acoustic Guitar Kit Inbuilt Truss Rod with Bag, Strap, One Pack Strings And Picks (Classic Brown)",4.4 out of 5,21 ratings,-,7 Days Replacement,-,In stock.,"Material: Top: Spruce, Side & Back: - linden wood, Fingerboard:- Engineered Wood
Bridge：Engineered Wood, Neck: Okoume wood, Machine head: Chrome die cast, Binding: ABS, Finish- High Glossy
Includes: 40"", acoustic guitar with Belt, bag, string set and 2 picks With TRUSS ROD adjustment support
Truss Rod for better adjustment of Guitar Action , Size 40"" ,Style - Cutway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/Blueberry-Acoustic-Inbuilt-Strings-Classic/dp/B09VLF7G2D/ref=sr_1_100?keywords=Guitars&qid=1656388233&sr=8-100
115,Brand: Fender,Fender CD60s Dreadnought Acoustic Guitar (Mahagony),4 out of 5,93 ratings,-,7 Days Replacement,-,Only 1 left in stock.,"Dreadnought body style
Solid mahogany top with scalloped ""X""-bracing
Mahogany back and sides
Easy-to-play neck with rolled fingerboard edges
Country of Origin: Indonesia",https://www.amazon.in/Fender-961702021-Dreadnought-Acoustic-Multicolor/dp/B01N4RWSX1/ref=sr_1_101?keywords=Guitars&qid=1656388233&sr=8-101
116,Brand: Fender,Fender CD 60 Dread V3 DS 6 String Acoustic Guitar - Walnut Fretboard-Natural,4.3 out of 5,982 ratings,-,7 Days Replacement,-,In stock.,"Dreadnought body style spruce top with scalloped ""x"" bracing, mahogany back and sides black, natural or sunburst gloss finish walnut fingerboard/bridge
Body back: Laminated mahogany body sides: Laminated mahogany body top: Spruce body finish: Gloss polyurethane body shape: Dreadnought bracing: Scalloped x rosette: White pearloid acrylic
Neck material: Mahogany neck binding: N/a neck finish: Gloss urethane neck shape: ""c"" shape scale length: 25.3"" (643 mm)
Hardware bridge: Walnut bridge pins: White with black dots hardware finish: Chrome tuning machines: Die-cast pickguard: 1-ply black
Miscellaneous strings: Fender dura-tone 880l coated 80/20 (.012-.052 gauge)",https://www.amazon.in/Fender-Dread-String-Acoustic-Guitar/dp/B07RL6VG3H/ref=sr_1_102?keywords=Guitars&qid=1656388233&sr=8-102
117,Brand: medellin,"Medellin 38in Premium All Wood Acoustic Guitar Starter Kit (Blue, Super Combo Combo with Bag, Strap, Picks, String Set, Tuner, Capo)",3.8 out of 5,18 ratings,"₹3,299.00",7 Days Replacement,-,In stock.,"Perfect beginner guitar: Specially designed for students and teens who are just getting started. This 38-inch, right-handed, acoustic guitar features all the bells and whistles. Designed with 18 smooth frets, 6 steel strings, and easy to hold neck.
*Complete starter kit: Entry-level bundle includes acoustic guitar,bag, 3 picks, an extra set of 6 strings, and more accessories in supercombo variant.
*High-quality tonewoods: Top, back, and sides are crafted from laminated wood for versatility and warmth, with a high-gloss finish. Whether playing soft or loud, strumming or flatpicking, this guitar remains responsive and retains its tonal integrity. This children’s guitar is built to last.
*Incredible sound: Perfect for musicians-in-the-making, this beginner acoustic guitar features an impressive tone, bright sound, and standout projection. It's waiting to be heard.
*Full-size, junior guitar: Ideal for young learners, this guitar is both small and lightweight, measuring 38"" Long x 14"" Wide x 3.25"" Deep",https://www.amazon.in/Medellin-Premium-Acoustic-Guitar-Starter/dp/B099MSYF1H/ref=sr_1_103?keywords=Guitars&qid=1656388233&sr=8-103
118,Visit the Kadence Store,"Kadence AstroMan Electric Guitar, 21 FRETS, ROSEWOOD FRETBOARD, H - S - S PICK UPS Sunburst combo with Bag, Guitar strap,guitar cable and Picks",4.2 out of 5,40 ratings,-,7 Days Replacement,-,In stock.,"*[S-S-H pickups] Two classic Single-coil pickups /One power 203S Humbcker pickup. S-S-H pickups perfect for a Texas blues/rock sound.
*[Maple neck with “C”shaped profile] Rose Wood fingerboard, Maple neck, Solid basswood body, S-S-H pickups, 5-Ways Pickup switch, 2-Volume & tone controls.
*[22 copper-nickel Frets] The electric guitar features a pick up selector switch, a volume knob, and two different tone knobs. 22 copper-nickelFrets with Fret position Marks on neck and top of fingerboard.
*CUSTOM DESIGN: New model features a quality paint finish, custom black tuning pegs, and accented binding for a sleek, sophisticated electric guitar look
*CUSTOMIZE YOUR SOUND: Rock out and experiment with different styles and genres of music with adjustable sound that lets you play anything from blues to rock; the tremolo bridge system allows you to bend the pitch as you play, and the removable whammy bar produces tremolo effects
* Don't miss!! Full description, images and specifications down the page. Kadence guarantees quality and affordability. Kadence - Lets Music!",https://www.amazon.in/Kadence-Electric-Guitar-Rosewood-Fretboard/dp/B07BGXN7P6/ref=sr_1_104?keywords=Guitars&qid=1656388233&sr=8-104
119,Visit the blueberry Store,"Blueberry 38C, 38"" Acoustic Guitar Kit with Bag, Strap, One Pack Strings And Picks (Natural)",3 out of 5,19 ratings,-,7 Days Replacement,-,In stock.,"Material: Top: linden wood, Side & Back: - linden wood, Fingerboard:- ABS
Includes: 38-inch, acoustic guitar with Belt, bag, string set and 2 picks
Bridge：ABS, Neck: Catalpa wood, Machine head: Open, Finish- Glossy
Size 38-inch, Style - Cutway, innovative design to produce good quality sound
Note: Product design may slightly vary Due to Photography lighting effect",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0049661OA1A59SHEFCK&url=%2FBlueberry-38C-Acoustic-Strings-Natural%2Fdp%2FB08KLNFL2Y%2Fref%3Dsr_1_105_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-105-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_btf
120,Brand: KETOSTICS,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (red)",-,-,-,7 Days Replacement,-,In stock.,"6-Strings, Acoustic Guitar , Right-Handed, Black Matt, With Guitar Cover/Bag
makes amazing quality guitars, at a reasonable price
Package Content : 1 Guitar, Guitar Cover/Bag,string set,belt and 5 picks
Superior Quality: 100% Genuine Quality Product
Brand: Givson,venus specail",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0619088D812IZ8L1BKN&url=%2FSpecial-Cutaway-Rosewood-Acoustic-Plectrums%2Fdp%2FB09P41Y4HZ%2Fref%3Dsr_1_106_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-106-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_btf
121,Visit the Kadence Store,"Kadence Guitar Acoustica Series, 41” Jumbo Size 6-strings Acoustic Guitar, Spruce body with Pick Guard A311 with bag",4.2 out of 5,202 ratings,"₹7,499.00",7 Days Replacement,-,In stock.,"CLASSIC DESIGN ---Elegant inlay provides a classic, acoustic look, dreadnaught shape; included pickguard underneath the guitar sound hole to protect from pick scratches while playing
QUALITY STRINGS ---The surface is coated with a film coating, which is not easy to rust, which prolongs the use time of the strings and reduces the burden on the fingers when pressing the strings.
DESIGN---The Deep Pore paint finish, Simple head design, streamlined curvature makes the head and the body integrated, beautiful. The rosewood bridge has high hardness, strong vibration conductivity, stable and rich tone transmission.
SIZE ---Suitable for the guitarist over 14 years old, especially the beginners, students or adults.
ADJUSTABLE ACTION----Built-in truss rod can balanced the tension caused by strings or temperature change shrinking, for a straight and durable neck. The adjustable acoustic guitar neck allows your hand to stay in a comfortable position by keeping the strings in a perfect height.
ACCURATE TUNE---- Kadence guitars employes 18:1 premium machine head, run very smooth, no slack. it can help you to lock the string in position and adjust the pitch more accurate.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A02055132SF64AM9MYQQ8&url=%2FKadence-6-strings-Acoustic-Guitar-Natural%2Fdp%2FB07JKYWGJN%2Fref%3Dsr_1_107_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-107-spons%26psc%3D1%26smid%3DAM04Z7MH4HSDD&qualifier=1656388233&id=2924193297240600&widgetName=sp_btf
122,Visit the GIVSON Store,"Givson Venus Special Cutaway Rosewood 41 Inch Acoustic Guitar Kit with Bag, Rhythm String Set, Strap and 5 Plectrums, (Sunburst)",3 out of 5,14 ratings,-,7 Days Replacement,-,In stock.,"Venus Special 6 Strings | Acoustic Guitar | Comes With Cover/Bag |4 Picks | Belt And String Set
Back Material: Rosewood, String Material: Cooper, Item Weight: 2kg
Fretboard Material: RoseWood, Neck Material: Spruce plywood Size: 41 inches, Cutaway
Number of Strings: 6, Hand Orientation: Right Hand, Pickguard Description: Teardrop
Great Looks With An Innovative Design To Produce Good Sound.The Handling Comfort Of The Slightly Reduced Body Depth And Intermediate Scale Length Will Be Particularly Appreciated By Younger Players.",https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0506175R9HSR9F2I6DK&url=%2FGivson-Ketostics-SUNBRUST-Acoustic-Plectrums%2Fdp%2FB08KS4F33Q%2Fref%3Dsr_1_108_sspa%3Fkeywords%3DGuitars%26qid%3D1656388233%26sr%3D8-108-spons%26psc%3D1&qualifier=1656388233&id=2924193297240600&widgetName=sp_btf
